5.696058994052494162e-01 0.000000000000000000e+00
5.838460468903805545e-01 0.000000000000000000e+00
5.984421980626402071e-01 0.000000000000000000e+00
6.134032530142061734e-01 0.000000000000000000e+00
6.287383343395612778e-01 0.000000000000000000e+00
6.444567926980502293e-01 0.000000000000000000e+00
6.605682125155014628e-01 0.000000000000000000e+00
6.770824178283888495e-01 0.000000000000000000e+00
6.940094782740985346e-01 0.000000000000000000e+00
7.113597152309508731e-01 0.000000000000000000e+00
7.291437081117244645e-01 0.000000000000000000e+00
7.473723008145175539e-01 0.000000000000000000e+00
7.660566083348804289e-01 0.000000000000000000e+00
7.852080235432524757e-01 0.000000000000000000e+00
8.048382241318335906e-01 0.000000000000000000e+00
8.249591797351294442e-01 0.000000000000000000e+00
8.455831592285075748e-01 0.000000000000000000e+00
8.667227382092201893e-01 0.000000000000000000e+00
8.883908066644506940e-01 0.000000000000000000e+00
9.106005768310618809e-01 0.000000000000000000e+00
9.333655912518382669e-01 0.000000000000000000e+00
9.566997310331339932e-01 0.000000000000000000e+00
9.806172243089623652e-01 0.000000000000000000e+00
1.005132654916686352e+00 0.000000000000000000e+00
1.030260971289603367e+00 0.000000000000000000e+00
1.056017495571843323e+00 0.000000000000000000e+00
1.082417932961139417e+00 0.000000000000000000e+00
1.109478381285167625e+00 0.000000000000000000e+00
1.137215340817296916e+00 0.000000000000000000e+00
1.165645724337729172e+00 0.000000000000000000e+00
1.194786867446172351e+00 0.000000000000000000e+00
1.224656539132326305e+00 0.000000000000000000e+00
1.255272952610634318e+00 0.000000000000000000e+00
1.286654776425900204e+00 0.000000000000000000e+00
1.318821145836547526e+00 0.000000000000000000e+00
1.351791674482460959e+00 0.000000000000000000e+00
1.385586466344522538e+00 0.000000000000000000e+00
1.420226128003135413e+00 0.000000000000000000e+00
1.455731781203213782e+00 0.000000000000000000e+00
1.492125075733294226e+00 0.000000000000000000e+00
1.529428202626626376e+00 0.000000000000000000e+00
1.567663907692291803e+00 0.000000000000000000e+00
1.606855505384598981e+00 0.000000000000000000e+00
1.647026893019213789e+00 0.000000000000000000e+00
1.688202565344694150e+00 0.000000000000000000e+00
1.730407629478311504e+00 0.000000000000000000e+00
1.773667820215269142e+00 0.000000000000000000e+00
1.818009515720650837e+00 0.000000000000000000e+00
1.863459753613667003e+00 0.000000000000000000e+00
1.910046247454008306e+00 0.000000000000000000e+00
1.957797403640358480e+00 0.000000000000000000e+00
2.006742338731367425e+00 0.000000000000000000e+00
2.056910897199651256e+00 0.000000000000000000e+00
2.108333669629642415e+00 0.000000000000000000e+00
2.161042011370383431e+00 0.000000000000000000e+00
2.215068061654642761e+00 0.000000000000000000e+00
2.270444763196008964e+00 0.000000000000000000e+00
2.327205882275909410e+00 0.000000000000000000e+00
2.385386029332806412e+00 0.000000000000000000e+00
2.445020680066126495e+00 0.000000000000000000e+00
2.506146197067779191e+00 0.000000000000000000e+00
2.568799851994473915e+00 0.000000000000000000e+00
