4.727898805821154582e+01 0.000000000000000000e+00
4.846096275966682754e+01 0.000000000000000000e+00
4.967248682865849929e+01 0.000000000000000000e+00
5.091429899937495662e+01 0.000000000000000000e+00
5.218715647435932681e+01 0.000000000000000000e+00
5.349183538621830536e+01 0.000000000000000000e+00
5.482913127087375926e+01 0.000000000000000000e+00
5.619985955264559863e+01 0.000000000000000000e+00
5.760485604146172989e+01 0.000000000000000000e+00
5.904497744249826496e+01 0.000000000000000000e+00
6.052110187856071377e+01 0.000000000000000000e+00
6.203412942552472487e+01 0.000000000000000000e+00
6.358498266116284725e+01 0.000000000000000000e+00
6.517460722769190795e+01 0.000000000000000000e+00
6.680397240838419748e+01 0.000000000000000000e+00
6.847407171859379105e+01 0.000000000000000000e+00
7.018592351155862730e+01 0.000000000000000000e+00
7.194057159934759227e+01 0.000000000000000000e+00
7.373908588933127817e+01 0.000000000000000000e+00
7.558256303656455088e+01 0.000000000000000000e+00
7.747212711247865968e+01 0.000000000000000000e+00
7.940893029029061267e+01 0.000000000000000000e+00
8.139415354754787302e+01 0.000000000000000000e+00
8.342900738623656309e+01 0.000000000000000000e+00
8.551473257089247682e+01 0.000000000000000000e+00
8.765260088516477310e+01 0.000000000000000000e+00
8.984391590729389065e+01 0.000000000000000000e+00
9.209001380497622335e+01 0.000000000000000000e+00
9.439226415010061544e+01 0.000000000000000000e+00
9.675207075385313260e+01 0.000000000000000000e+00
9.917087252269945452e+01 0.000000000000000000e+00
1.016501443357669245e+02 0.000000000000000000e+00
1.041913979441610820e+02 0.000000000000000000e+00
1.067961828927651027e+02 0.000000000000000000e+00
1.094660874650842004e+02 0.000000000000000000e+00
1.122027396517113118e+02 0.000000000000000000e+00
1.150078081430040982e+02 0.000000000000000000e+00
1.178830033465791729e+02 0.000000000000000000e+00
1.208300784302436455e+02 0.000000000000000000e+00
1.238508303909997466e+02 0.000000000000000000e+00
1.269471011507747136e+02 0.000000000000000000e+00
1.301207786795440597e+02 0.000000000000000000e+00
1.333737981465326925e+02 0.000000000000000000e+00
1.367081431001959686e+02 0.000000000000000000e+00
1.401258466777008778e+02 0.000000000000000000e+00
1.436289928446433919e+02 0.000000000000000000e+00
1.472197176657594753e+02 0.000000000000000000e+00
1.509002106074034373e+02 0.000000000000000000e+00
1.546727158725885261e+02 0.000000000000000000e+00
1.585395337694032207e+02 0.000000000000000000e+00
1.625030221136383091e+02 0.000000000000000000e+00
1.665655976664792206e+02 0.000000000000000000e+00
1.707297376081411926e+02 0.000000000000000000e+00
1.749979810483447125e+02 0.000000000000000000e+00
1.793729305745533225e+02 0.000000000000000000e+00
1.838572538389171314e+02 0.000000000000000000e+00
1.884536851848900767e+02 0.000000000000000000e+00
1.931650273145123435e+02 0.000000000000000000e+00
1.979941529973750676e+02 0.000000000000000000e+00
2.029440068223094613e+02 0.000000000000000000e+00
2.080176069928672007e+02 0.000000000000000000e+00
2.132180471676888374e+02 0.000000000000000000e+00
2.185484983468810753e+02 0.000000000000000000e+00
2.240122108055530816e+02 0.000000000000000000e+00
2.296125160756919286e+02 0.000000000000000000e+00
2.353528289775841813e+02 0.000000000000000000e+00
2.412366497020237830e+02 0.000000000000000000e+00
2.472675659445743577e+02 0.000000000000000000e+00
2.534492550931886967e+02 0.000000000000000000e+00
2.597854864705183786e+02 0.000000000000000000e+00
2.662801236322813452e+02 8.747534330813834329e-98
2.729371267230883404e+02 3.308819721527858828e-96
2.797605548911654978e+02 4.878519966734033049e-95
2.867545687634446381e+02 5.854769800476300066e-94
2.939234329825306986e+02 6.106464035253532918e-93
3.012715188070939689e+02 5.235426626110631583e-92
3.088033067772712457e+02 1.348311698804223607e-90
3.165233894467029927e+02 4.149144266582291380e-89
3.244364741828705974e+02 4.820477375249324874e-88
3.325473860374422657e+02 4.405973283637915288e-87
3.408610706883783337e+02 3.827981077982460577e-86
3.493825974555877565e+02 3.101408353138980503e-85
3.581171623919774447e+02 1.047708567457984619e-83
3.670700914517767615e+02 1.147905455598774757e-82
3.762468437380712203e+02 9.919716312085148370e-82
3.856530148315229667e+02 8.182476406235283623e-81
3.952943402023109911e+02 1.007285717591966239e-79
4.051766987073687005e+02 1.450657757234830492e-78
4.153061161750529209e+02 1.217224184952163237e-77
4.256887690794291643e+02 8.555413968493487380e-77
4.363309883064148380e+02 5.948167948011260643e-76
4.472392630140751635e+02 6.675119047722893802e-75
4.584202445894270568e+02 4.810261687171351162e-74
